symbol,sample_1,sample_2,value_1,value_2,log2FoldChange,pvalue,sig_flag,padj
TGM1,Mock,ZIKV,1.02929,0.676389,-0.60572,0.02075,yes,0.02075
ME3,Mock,ZIKV,2.58946,1.70204,-0.605391,0.0046,yes,0.0046
C10orf25,Mock,ZIKV,0.494819,0.325243,-0.605383,1.0,no,1.0
OXLD1,Mock,ZIKV,12.3028,8.08773,-0.605175,0.0035,yes,0.0035
MYH11,Mock,ZIKV,0.267535,0.17592,-0.604811,1.0,no,1.0
BLVRA,Mock,ZIKV,14.5469,9.5655,-0.604804,5e-05,yes,5e-05
AP1S1,Mock,ZIKV,36.1717,23.7852,-0.604795,5e-05,yes,5e-05
CHID1,Mock,ZIKV,21.052,13.8434,-0.604759,5e-05,yes,5e-05
PYGL,Mock,ZIKV,2.10641,1.38521,-0.60468,0.00245,yes,0.00245
PEBP1,Mock,ZIKV,149.878,98.5693,-0.604581,5e-05,yes,5e-05
DNASE2,Mock,ZIKV,1.92471,1.26581,-0.604578,0.01015,yes,0.01015
ELP5,Mock,ZIKV,26.9775,17.7446,-0.604383,5e-05,yes,5e-05
TRIM9,Mock,ZIKV,7.18217,4.72474,-0.604184,5e-05,yes,5e-05
NKX2-2,Mock,ZIKV,0.333678,0.219546,-0.603935,1.0,no,1.0
EID1,Mock,ZIKV,133.561,87.8819,-0.603862,5e-05,yes,5e-05
UGT8,Mock,ZIKV,4.41856,2.90822,-0.603438,0.0003,yes,0.0003
PPP1R14A,Mock,ZIKV,0.484145,0.318697,-0.603255,1.0,no,1.0
ZNF726,Mock,ZIKV,1.08743,0.715828,-0.603241,0.044,no,0.044
C14orf132,Mock,ZIKV,35.2417,23.1996,-0.603184,5e-05,yes,5e-05
CHODL,Mock,ZIKV,2.35357,1.54981,-0.602755,0.00435,yes,0.00435
CNTLN,Mock,ZIKV,4.87771,3.212,-0.60273,5e-05,yes,5e-05
CDHR3,Mock,ZIKV,0.246342,0.162223,-0.602679,1.0,no,1.0
GNLY,Mock,ZIKV,0.240652,0.158512,-0.602358,1.0,no,1.0
ALG1L,Mock,ZIKV,0.743821,0.489992,-0.602197,0.3847,no,0.3847
SEPHS1,Mock,ZIKV,38.2558,25.2063,-0.601893,5e-05,yes,5e-05
CACHD1,Mock,ZIKV,50.1694,33.057,-0.601854,5e-05,yes,5e-05
LOC100216545,Mock,ZIKV,1.64617,1.08478,-0.601712,0.00285,yes,0.00285
MTRF1,Mock,ZIKV,4.87374,3.21208,-0.601522,0.0002,yes,0.0002
PLLP,Mock,ZIKV,0.0394511,0.0260006,-0.601519,1.0,no,1.0
GSTT1,Mock,ZIKV,9.41824,6.2087,-0.601166,0.0007,yes,0.0007
TM6SF1,Mock,ZIKV,5.70101,3.75898,-0.600878,0.00035,yes,0.00035
LOH12CR2,Mock,ZIKV,0.827461,0.545623,-0.600786,0.1091,no,0.1091
TMED10P1,Mock,ZIKV,1.06574,0.702952,-0.600357,0.13135,no,0.13135
TRIM41,Mock,ZIKV,16.7495,11.0491,-0.600188,5e-05,yes,5e-05
SAMD5,Mock,ZIKV,12.8433,8.47451,-0.599814,5e-05,yes,5e-05
ACTB,Mock,ZIKV,2414.43,1593.65,-0.59935,5e-05,yes,5e-05
IQCF1,Mock,ZIKV,0.302019,0.199373,-0.599166,1.0,no,1.0
SNRPE,Mock,ZIKV,52.3889,34.5838,-0.599165,5e-05,yes,5e-05
ARHGAP11B,Mock,ZIKV,4.20621,2.77729,-0.598842,0.01255,yes,0.01255
SMO,Mock,ZIKV,43.6145,28.8008,-0.598699,5e-05,yes,5e-05
KIAA1456,Mock,ZIKV,5.09339,3.36354,-0.598647,5e-05,yes,5e-05
DCAF4L2,Mock,ZIKV,0.0159289,0.01052,-0.59852,1.0,no,1.0
C6orf170,Mock,ZIKV,5.30193,3.5024,-0.598176,5e-05,yes,5e-05
C7orf25,Mock,ZIKV,4.44285,2.93511,-0.598072,0.001,yes,0.001
LOC100288846,Mock,ZIKV,0.182325,0.120458,-0.597979,1.0,no,1.0
AGBL1,Mock,ZIKV,0.0637495,0.042119,-0.597945,1.0,no,1.0
GRTP1,Mock,ZIKV,2.98745,1.97386,-0.597895,0.0112,yes,0.0112
PTGR1,Mock,ZIKV,17.7141,11.7044,-0.597841,0.00015,yes,0.00015
RASL10B,Mock,ZIKV,6.28321,4.15172,-0.597791,5e-05,yes,5e-05
MFSD10,Mock,ZIKV,34.7549,22.9651,-0.597773,5e-05,yes,5e-05
SMC1A,Mock,ZIKV,32.0651,21.1878,-0.597773,5e-05,yes,5e-05
KPTN,Mock,ZIKV,8.25018,5.45203,-0.597633,0.0002,yes,0.0002
PYURF,Mock,ZIKV,40.8734,27.013,-0.597509,5e-05,yes,5e-05
DACT2,Mock,ZIKV,0.69839,0.461581,-0.597447,0.0468,no,0.0468
TUBA3D,Mock,ZIKV,0.323668,0.213941,-0.597302,1.0,no,1.0
DOK7,Mock,ZIKV,0.259885,0.171783,-0.597287,1.0,no,1.0
CLEC7A,Mock,ZIKV,0.311813,0.206166,-0.596874,1.0,no,1.0
MMACHC,Mock,ZIKV,2.20183,1.45589,-0.596803,0.3596,no,0.3596
GTF3C2,Mock,ZIKV,18.1608,12.0108,-0.596492,5e-05,yes,5e-05
RAB7L1,Mock,ZIKV,1.39006,0.919408,-0.596372,0.00785,yes,0.00785
RBP1,Mock,ZIKV,15.0277,9.93984,-0.596328,0.00025,yes,0.00025
ZSCAN23,Mock,ZIKV,3.68549,2.43817,-0.596058,0.0001,yes,0.0001
HSD11B2,Mock,ZIKV,1.23864,0.819455,-0.596017,0.04075,no,0.04075
ITPR2,Mock,ZIKV,0.35079,0.232131,-0.595672,1.0,no,1.0
TPGS2,Mock,ZIKV,56.1856,37.1802,-0.595664,0.0007,yes,0.0007
POM121L10P,Mock,ZIKV,0.219746,0.145436,-0.595445,1.0,no,1.0
MSH4,Mock,ZIKV,0.0492328,0.0325859,-0.595373,1.0,no,1.0
TSPAN1,Mock,ZIKV,0.116358,0.0770208,-0.595247,1.0,no,1.0
DLG1-AS1,Mock,ZIKV,0.0937273,0.062062,-0.594758,1.0,no,1.0
GLDN,Mock,ZIKV,0.141699,0.0938336,-0.594656,1.0,no,1.0
LOC100505738,Mock,ZIKV,2.14174,1.41848,-0.59444,0.0015,yes,0.0015
CHADL,Mock,ZIKV,0.469773,0.311176,-0.594236,1.0,no,1.0
HSPA2,Mock,ZIKV,2.68643,1.77951,-0.594215,0.00125,yes,0.00125
PNMT,Mock,ZIKV,0.47511,0.31484,-0.593642,1.0,no,1.0
GPR37L1,Mock,ZIKV,0.142217,0.0942717,-0.593201,1.0,no,1.0
PSMC3IP,Mock,ZIKV,19.0389,12.6213,-0.593091,0.0027,yes,0.0027
MYO1H,Mock,ZIKV,0.155263,0.102944,-0.592853,1.0,no,1.0
WIPF3,Mock,ZIKV,0.207287,0.13744,-0.592831,1.0,no,1.0
C7orf63,Mock,ZIKV,3.89633,2.58353,-0.592771,0.00015,yes,0.00015
LRRC3,Mock,ZIKV,5.88396,3.90221,-0.592494,5e-05,yes,5e-05
MUSTN1,Mock,ZIKV,9.4961,6.29777,-0.592493,0.11965,no,0.11965
PTPRT,Mock,ZIKV,0.047231,0.0313237,-0.592482,1.0,no,1.0
ZNF668,Mock,ZIKV,5.19244,3.44409,-0.592292,0.00025,yes,0.00025
BDH2,Mock,ZIKV,13.7832,9.14237,-0.59227,5e-05,yes,5e-05
NTRK1,Mock,ZIKV,2.04463,1.35626,-0.592207,0.0095,yes,0.0095
PLOD2,Mock,ZIKV,10.5743,7.01476,-0.592102,5e-05,yes,5e-05
FGGY,Mock,ZIKV,2.60782,1.73031,-0.591818,0.0092,yes,0.0092
EPHB1,Mock,ZIKV,4.51965,2.99891,-0.591771,5e-05,yes,5e-05
NHLH1,Mock,ZIKV,87.4456,58.033,-0.591513,5e-05,yes,5e-05
KBTBD4,Mock,ZIKV,16.1202,10.6988,-0.591423,0.00185,yes,0.00185
CAPN8,Mock,ZIKV,0.121413,0.0805837,-0.591366,1.0,no,1.0
ADAMTS13,Mock,ZIKV,2.67571,1.77597,-0.591315,0.0176,yes,0.0176
ECT2,Mock,ZIKV,25.2115,16.7364,-0.591097,5e-05,yes,5e-05
STAT4,Mock,ZIKV,0.621392,0.412632,-0.59065,0.0683,no,0.0683
TMEM200B,Mock,ZIKV,15.0477,9.99346,-0.590483,0.2473,no,0.2473
SCGB2B2,Mock,ZIKV,0.157413,0.104561,-0.590205,1.0,no,1.0
MRPL23,Mock,ZIKV,48.8605,32.4619,-0.589921,5e-05,yes,5e-05
OXGR1,Mock,ZIKV,0.0364766,0.0242458,-0.589237,1.0,no,1.0
SLC1A6,Mock,ZIKV,10.0922,6.70889,-0.589102,5e-05,yes,5e-05
ADCY7,Mock,ZIKV,1.54491,1.02713,-0.588903,0.00045,yes,0.00045
MIPEPP3,Mock,ZIKV,1.70018,1.13051,-0.588712,0.45275,no,0.45275
RHBDL3,Mock,ZIKV,23.6931,15.7585,-0.588342,5e-05,yes,5e-05
LOC286367,Mock,ZIKV,0.265494,0.176582,-0.588341,1.0,no,1.0
OR7E14P,Mock,ZIKV,1.35335,0.900429,-0.587851,0.0946,no,0.0946
POP1,Mock,ZIKV,6.08427,4.04962,-0.587299,5e-05,yes,5e-05
DCBLD2,Mock,ZIKV,45.4848,30.2745,-0.587283,5e-05,yes,5e-05
GRIK1-AS2,Mock,ZIKV,0.556464,0.370394,-0.587228,1.0,no,1.0
ADH5,Mock,ZIKV,71.5935,47.6608,-0.587027,5e-05,yes,5e-05
PLEKHG3,Mock,ZIKV,4.42314,2.9451,-0.586752,5e-05,yes,5e-05
TRPC7,Mock,ZIKV,0.120273,0.0800853,-0.586702,1.0,no,1.0
SNORA55,Mock,ZIKV,6.45397,4.29757,-0.586668,0.726,no,0.726
HNRNPD,Mock,ZIKV,180.182,119.986,-0.586584,5e-05,yes,5e-05
GBAP1,Mock,ZIKV,4.0387,2.6896,-0.5865,0.05045,no,0.05045
FAM189A1,Mock,ZIKV,5.41394,3.60557,-0.586453,0.00535,yes,0.00535
ZNF248,Mock,ZIKV,6.47689,4.31416,-0.586222,0.00415,yes,0.00415
CHIAP2,Mock,ZIKV,0.0151104,0.0100657,-0.586085,1.0,no,1.0
RNF125,Mock,ZIKV,0.279664,0.186314,-0.585957,1.0,no,1.0
LOC284648,Mock,ZIKV,1.65666,1.10371,-0.58592,0.04,no,0.04
LOC389895,Mock,ZIKV,3.95173,2.63276,-0.585908,0.00855,yes,0.00855
MDK,Mock,ZIKV,445.616,296.893,-0.585857,5e-05,yes,5e-05
FEZF1-AS1,Mock,ZIKV,167.516,111.613,-0.585796,5e-05,yes,5e-05
PCBD1,Mock,ZIKV,4.45357,2.9681,-0.585426,0.01085,yes,0.01085
DRAXIN,Mock,ZIKV,28.1457,18.7589,-0.585335,5e-05,yes,5e-05
PSTK,Mock,ZIKV,2.92765,1.95128,-0.585323,0.00695,yes,0.00695
FGFR3,Mock,ZIKV,120.774,80.4981,-0.585281,5e-05,yes,5e-05
ZC3HAV1L,Mock,ZIKV,0.12989,0.0865813,-0.585167,1.0,no,1.0
CLDN2,Mock,ZIKV,0.160915,0.107277,-0.584959,1.0,no,1.0
GTF2H5,Mock,ZIKV,4.15742,2.77179,-0.584868,5e-05,yes,5e-05
IL16,Mock,ZIKV,0.265848,0.177258,-0.584752,1.0,no,1.0
TMEM139,Mock,ZIKV,0.508398,0.338986,-0.584733,1.0,no,1.0
ZFAT,Mock,ZIKV,1.62285,1.0821,-0.584695,0.00145,yes,0.00145
SRSF2,Mock,ZIKV,146.083,97.4208,-0.584489,5e-05,yes,5e-05
TMEM133,Mock,ZIKV,1.15831,0.772788,-0.583879,0.0548,no,0.0548
C2CD2,Mock,ZIKV,2.77769,1.85354,-0.583601,5e-05,yes,5e-05
SNORA22,Mock,ZIKV,7.88638,5.26257,-0.583596,0.79365,no,0.79365
SORBS3,Mock,ZIKV,22.4323,14.9693,-0.583568,5e-05,yes,5e-05
STMN3,Mock,ZIKV,68.8528,45.9501,-0.583448,5e-05,yes,5e-05
FAM20B,Mock,ZIKV,16.2401,10.8399,-0.58321,5e-05,yes,5e-05
B3GNT8,Mock,ZIKV,2.06354,1.37743,-0.583139,0.01465,yes,0.01465
FRMPD1,Mock,ZIKV,0.183825,0.122726,-0.582885,1.0,no,1.0
SULF1,Mock,ZIKV,5.71865,3.81806,-0.582837,5e-05,yes,5e-05
CDCA2,Mock,ZIKV,5.51959,3.68521,-0.582816,5e-05,yes,5e-05
TOP1P1,Mock,ZIKV,0.13063,0.0872195,-0.582768,1.0,no,1.0
RNF183,Mock,ZIKV,0.0925137,0.0617734,-0.582682,1.0,no,1.0
ADCK2,Mock,ZIKV,3.27869,2.18943,-0.582566,0.00155,yes,0.00155
GALNT6,Mock,ZIKV,0.00879903,0.00587674,-0.582328,1.0,no,1.0
CHTF8,Mock,ZIKV,38.9017,25.9887,-0.581949,5e-05,yes,5e-05
TMEM132A,Mock,ZIKV,78.8727,52.6948,-0.581865,5e-05,yes,5e-05
RANBP1,Mock,ZIKV,174.579,116.652,-0.581673,5e-05,yes,5e-05
LOC100652772,Mock,ZIKV,5.57255,3.72399,-0.581489,0.06375,no,0.06375
SPR,Mock,ZIKV,0.163748,0.109471,-0.580932,1.0,no,1.0
GXYLT1,Mock,ZIKV,4.40876,2.94772,-0.580773,5e-05,yes,5e-05
XRCC3,Mock,ZIKV,14.4519,9.6626,-0.580773,0.15315,no,0.15315
MEIS1-AS3,Mock,ZIKV,0.0830552,0.0555359,-0.58065,1.0,no,1.0
ZNF676,Mock,ZIKV,0.0556734,0.0372274,-0.580624,1.0,no,1.0
ZFAT-AS1,Mock,ZIKV,0.390755,0.261291,-0.58061,1.0,no,1.0
HIST1H2BL,Mock,ZIKV,0.301006,0.201372,-0.579928,1.0,no,1.0
FAM86B2,Mock,ZIKV,0.44256,0.296073,-0.579921,1.0,no,1.0
CHMP6,Mock,ZIKV,14.9266,9.98628,-0.579864,5e-05,yes,5e-05
PC,Mock,ZIKV,8.19624,5.48692,-0.578966,0.001,yes,0.001
GYPC,Mock,ZIKV,1.18314,0.792059,-0.578946,0.096,no,0.096
HS3ST2,Mock,ZIKV,5.02405,3.36395,-0.578695,0.00075,yes,0.00075
DAK,Mock,ZIKV,5.00986,3.35467,-0.578601,0.2756,no,0.2756
AQP5,Mock,ZIKV,0.0837917,0.0561372,-0.577851,1.0,no,1.0
SHF,Mock,ZIKV,10.3824,6.95698,-0.577601,5e-05,yes,5e-05
JUN,Mock,ZIKV,181.51,121.634,-0.577497,5e-05,yes,5e-05
FBXO5,Mock,ZIKV,14.863,9.96241,-0.577158,5e-05,yes,5e-05
VSIG10,Mock,ZIKV,2.57033,1.7234,-0.576696,0.0001,yes,0.0001
PCDHB3,Mock,ZIKV,4.13301,2.77154,-0.576505,5e-05,yes,5e-05
LIMD1,Mock,ZIKV,3.32876,2.23223,-0.576501,0.0013,yes,0.0013
ARRDC1,Mock,ZIKV,13.8712,9.30368,-0.57622,0.0006,yes,0.0006
RPL32P3,Mock,ZIKV,5.34933,3.58805,-0.576161,0.0003,yes,0.0003
LHPP,Mock,ZIKV,3.57513,2.39856,-0.57583,0.0046,yes,0.0046
RBP2,Mock,ZIKV,0.250804,0.168282,-0.57568,1.0,no,1.0
SPDYE7P,Mock,ZIKV,2.02198,1.35693,-0.575424,0.0002,yes,0.0002
GATA6,Mock,ZIKV,0.098453,0.066093,-0.574938,1.0,no,1.0
SNORD116-14,Mock,ZIKV,8.32443,5.59037,-0.574408,1.0,no,1.0
SKA1,Mock,ZIKV,4.19272,2.81613,-0.574173,0.00015,yes,0.00015
FBXO17,Mock,ZIKV,1.72838,1.16161,-0.5733,0.0153,yes,0.0153
LOC541473,Mock,ZIKV,2.03572,1.36819,-0.573273,0.0782,no,0.0782
LSM4,Mock,ZIKV,56.424,37.9225,-0.573257,5e-05,yes,5e-05
TNFRSF6B,Mock,ZIKV,2.68342,1.80378,-0.573051,0.39305,no,0.39305
IDUA,Mock,ZIKV,4.49662,3.0227,-0.573004,0.00155,yes,0.00155
DESI1,Mock,ZIKV,13.7282,9.22871,-0.572946,5e-05,yes,5e-05
PDPN,Mock,ZIKV,8.70008,5.84898,-0.572844,5e-05,yes,5e-05
LOC401320,Mock,ZIKV,6.84966,4.60505,-0.572814,5e-05,yes,5e-05
COPG2,Mock,ZIKV,40.5689,27.2754,-0.572771,0.12705,no,0.12705
BUB3,Mock,ZIKV,44.1799,29.7039,-0.572737,5e-05,yes,5e-05
CCDC94,Mock,ZIKV,12.9739,8.72327,-0.572667,5e-05,yes,5e-05
MARCKS,Mock,ZIKV,295.105,198.424,-0.572646,5e-05,yes,5e-05
INSL3,Mock,ZIKV,0.135112,0.0908546,-0.572527,1.0,no,1.0
GLDC,Mock,ZIKV,44.0576,29.6346,-0.572108,5e-05,yes,5e-05
RTEL1-TNFRSF6B,Mock,ZIKV,2.40076,1.61513,-0.571846,0.0627,no,0.0627
HPCA,Mock,ZIKV,0.382653,0.25744,-0.571798,1.0,no,1.0
MCRS1,Mock,ZIKV,35.1613,23.6559,-0.571788,5e-05,yes,5e-05
DKKL1,Mock,ZIKV,2.19134,1.47449,-0.571601,0.0626,no,0.0626
LRRC23,Mock,ZIKV,6.39251,4.30211,-0.57134,0.0012,yes,0.0012
C11orf70,Mock,ZIKV,2.27153,1.52915,-0.570936,0.3442,no,0.3442
ZNF705A,Mock,ZIKV,0.150716,0.10146,-0.570924,1.0,no,1.0
PEAR1,Mock,ZIKV,0.0691838,0.0465783,-0.570777,1.0,no,1.0
NR2F1,Mock,ZIKV,193.362,130.208,-0.570486,5e-05,yes,5e-05
CASC2,Mock,ZIKV,1.56836,1.05646,-0.570018,0.00775,yes,0.00775
HIGD2A,Mock,ZIKV,69.2308,46.6402,-0.569838,5e-05,yes,5e-05
CA9,Mock,ZIKV,0.0222905,0.0150174,-0.569792,1.0,no,1.0
GSDMA,Mock,ZIKV,0.0460769,0.0310431,-0.569771,1.0,no,1.0
SLC26A7,Mock,ZIKV,0.0625215,0.0421226,-0.569758,1.0,no,1.0
PLEKHH1,Mock,ZIKV,2.37118,1.59756,-0.56973,0.0041,yes,0.0041
LOC100130357,Mock,ZIKV,1.76495,1.18913,-0.569722,0.1364,no,0.1364
SETD6,Mock,ZIKV,6.32183,4.26155,-0.568963,0.28415,no,0.28415
MTRNR2L3,Mock,ZIKV,0.238813,0.161029,-0.56856,1.0,no,1.0
LCTL,Mock,ZIKV,3.62143,2.44211,-0.568434,0.13205,no,0.13205
L3MBTL4,Mock,ZIKV,0.363564,0.245244,-0.567996,1.0,no,1.0
TSEN15,Mock,ZIKV,18.9847,12.8065,-0.56796,5e-05,yes,5e-05
LOC619207,Mock,ZIKV,1.60523,1.08287,-0.567914,0.0016,yes,0.0016
LETMD1,Mock,ZIKV,19.5343,13.1804,-0.567622,5e-05,yes,5e-05
PIGC,Mock,ZIKV,18.68,12.6066,-0.567319,5e-05,yes,5e-05
LOC100506730,Mock,ZIKV,6.51618,4.39794,-0.567199,0.00015,yes,0.00015
LRRC8E,Mock,ZIKV,0.0601414,0.0405917,-0.567174,1.0,no,1.0
LOC100128252,Mock,ZIKV,19.1089,12.9006,-0.566802,5e-05,yes,5e-05
LRRC48,Mock,ZIKV,2.08858,1.41017,-0.56665,0.01195,yes,0.01195
C21orf67,Mock,ZIKV,1.58345,1.06926,-0.566459,0.0605,no,0.0605
SCNN1D,Mock,ZIKV,4.37509,2.95442,-0.56644,0.0004,yes,0.0004
TAGAP,Mock,ZIKV,0.206756,0.139632,-0.566301,1.0,no,1.0
SH3GLB2,Mock,ZIKV,39.3191,26.5543,-0.566283,5e-05,yes,5e-05
ISPD,Mock,ZIKV,0.0863754,0.0583344,-0.566274,1.0,no,1.0
FOXH1,Mock,ZIKV,3.25998,2.2017,-0.566242,0.2059,no,0.2059
STARD5,Mock,ZIKV,0.889182,0.600545,-0.566206,0.29635,no,0.29635
SLC34A3,Mock,ZIKV,0.22685,0.153222,-0.566115,1.0,no,1.0
SFMBT1,Mock,ZIKV,4.41223,2.98034,-0.56603,5e-05,yes,5e-05
BCL7A,Mock,ZIKV,36.113,24.3938,-0.566005,5e-05,yes,5e-05
NODAL,Mock,ZIKV,1.24394,0.840494,-0.56561,0.04025,no,0.04025
FEZF2,Mock,ZIKV,33.6736,22.7522,-0.565609,5e-05,yes,5e-05
TSPAN31,Mock,ZIKV,19.6509,13.2834,-0.564964,0.0169,yes,0.0169
TEKT5,Mock,ZIKV,0.0176961,0.0119654,-0.564572,1.0,no,1.0
MRPS14,Mock,ZIKV,12.7694,8.63514,-0.564402,5e-05,yes,5e-05
NPM3,Mock,ZIKV,12.842,8.68472,-0.564316,0.00095,yes,0.00095
SPDL1,Mock,ZIKV,14.6861,9.93315,-0.564133,5e-05,yes,5e-05
CMTM4,Mock,ZIKV,10.6555,7.20815,-0.563902,5e-05,yes,5e-05
RPLP0P2,Mock,ZIKV,0.272609,0.184434,-0.563728,1.0,no,1.0
DBIL5P2,Mock,ZIKV,0.0360397,0.0243855,-0.563565,1.0,no,1.0
LOC285033,Mock,ZIKV,4.78613,3.23849,-0.563539,0.20015,no,0.20015
AKAP7,Mock,ZIKV,3.59253,2.43096,-0.563477,0.0004,yes,0.0004
TNFAIP8L1,Mock,ZIKV,5.89655,3.99005,-0.563464,5e-05,yes,5e-05
KPNA2,Mock,ZIKV,156.819,106.13,-0.563268,5e-05,yes,5e-05
ZNF84,Mock,ZIKV,20.7324,14.0312,-0.563248,5e-05,yes,5e-05
IGF2BP1,Mock,ZIKV,50.1748,33.9599,-0.563132,5e-05,yes,5e-05
KDM4A-AS1,Mock,ZIKV,1.70245,1.1523,-0.563093,0.6101,no,0.6101
MRPS21,Mock,ZIKV,131.882,89.2647,-0.563091,5e-05,yes,5e-05
STIL,Mock,ZIKV,4.72704,3.19957,-0.563059,5e-05,yes,5e-05
PGS1,Mock,ZIKV,13.7267,9.29184,-0.562948,5e-05,yes,5e-05
COA1,Mock,ZIKV,49.3658,33.4183,-0.562876,5e-05,yes,5e-05
CDK18,Mock,ZIKV,6.42175,4.3486,-0.562416,5e-05,yes,5e-05
LOC92249,Mock,ZIKV,12.1846,8.25162,-0.562312,5e-05,yes,5e-05
ANKRD65,Mock,ZIKV,0.735128,0.497899,-0.562142,0.1334,no,0.1334
CRHR1-IT1,Mock,ZIKV,10.6565,7.21807,-0.562045,0.0192,yes,0.0192
ZNF185,Mock,ZIKV,5.50601,3.72949,-0.56203,5e-05,yes,5e-05
MUC4,Mock,ZIKV,0.154768,0.104846,-0.561831,1.0,no,1.0
FLJ31813,Mock,ZIKV,0.484432,0.32819,-0.561763,1.0,no,1.0
NAT16,Mock,ZIKV,0.511232,0.346351,-0.561741,1.0,no,1.0
BTAF1,Mock,ZIKV,37.5945,25.4716,-0.561635,5e-05,yes,5e-05
HCG17,Mock,ZIKV,2.57455,1.74457,-0.561448,0.52865,no,0.52865
HAT1,Mock,ZIKV,26.6627,18.0688,-0.561321,5e-05,yes,5e-05
SLC10A1,Mock,ZIKV,0.0339232,0.0229997,-0.560659,1.0,no,1.0
RNF170,Mock,ZIKV,11.9443,8.09944,-0.560431,5e-05,yes,5e-05
NHLRC4,Mock,ZIKV,1.2151,0.824007,-0.560344,0.04475,no,0.04475
TTI1,Mock,ZIKV,14.2945,9.6952,-0.560113,5e-05,yes,5e-05
OPN5,Mock,ZIKV,0.24159,0.163867,-0.560036,1.0,no,1.0
UGGT2,Mock,ZIKV,13.809,9.36891,-0.55966,5e-05,yes,5e-05
CTAGE10P,Mock,ZIKV,0.382404,0.259458,-0.559598,1.0,no,1.0
SNHG1,Mock,ZIKV,109.171,74.0757,-0.55952,5e-05,yes,5e-05
COL24A1,Mock,ZIKV,0.905621,0.614634,-0.559179,0.00455,yes,0.00455
S100A13,Mock,ZIKV,20.5626,13.9562,-0.559119,0.13925,no,0.13925
CYP4V2,Mock,ZIKV,2.79733,1.89878,-0.558981,0.0001,yes,0.0001
FLJ46361,Mock,ZIKV,0.15713,0.106684,-0.558621,1.0,no,1.0
TMEM256,Mock,ZIKV,83.2777,56.5559,-0.558253,0.0035,yes,0.0035
COL2A1,Mock,ZIKV,33.479,22.7375,-0.558182,5e-05,yes,5e-05
LAMB1,Mock,ZIKV,3.19672,2.17127,-0.558057,5e-05,yes,5e-05
RHD,Mock,ZIKV,0.69055,0.469058,-0.557978,0.0721,no,0.0721
CBX5,Mock,ZIKV,58.2842,39.5926,-0.557873,5e-05,yes,5e-05
PDCL3,Mock,ZIKV,23.5794,16.0195,-0.557701,5e-05,yes,5e-05
COX7A1,Mock,ZIKV,0.0421469,0.028634,-0.557698,1.0,no,1.0
LOC152217,Mock,ZIKV,15.4931,10.5263,-0.55763,5e-05,yes,5e-05
RASGEF1A,Mock,ZIKV,0.124582,0.0846435,-0.557627,1.0,no,1.0
ILF3,Mock,ZIKV,187.611,127.471,-0.557583,5e-05,yes,5e-05
EFNB3,Mock,ZIKV,63.2661,42.9875,-0.557516,5e-05,yes,5e-05
PPAPDC2,Mock,ZIKV,6.55827,4.45684,-0.557294,0.0001,yes,0.0001
VTN,Mock,ZIKV,0.529132,0.359595,-0.557253,1.0,no,1.0
ASPSCR1,Mock,ZIKV,14.1706,9.63089,-0.557161,5e-05,yes,5e-05
EFHD1,Mock,ZIKV,6.96117,4.73202,-0.556873,0.00055,yes,0.00055
SEPT1,Mock,ZIKV,1.33244,0.90596,-0.556553,0.44885,no,0.44885
KIF12,Mock,ZIKV,0.468615,0.318655,-0.556411,1.0,no,1.0
PGM5P2,Mock,ZIKV,2.95134,2.00712,-0.556243,0.00985,yes,0.00985
METTL23,Mock,ZIKV,16.9674,11.5392,-0.55623,0.0003,yes,0.0003
RFXAP,Mock,ZIKV,5.85958,3.98611,-0.555814,0.0002,yes,0.0002
PXMP4,Mock,ZIKV,0.612279,0.416555,-0.555684,1.0,no,1.0
STRA6,Mock,ZIKV,8.08185,5.49871,-0.555592,5e-05,yes,5e-05
GPRC5B,Mock,ZIKV,47.6125,32.3966,-0.555499,5e-05,yes,5e-05
EMP3,Mock,ZIKV,4.62352,3.14627,-0.555351,0.0286,no,0.0286
COL6A4P1,Mock,ZIKV,0.0608331,0.0413998,-0.555234,1.0,no,1.0
HAPLN3,Mock,ZIKV,1.427,0.97124,-0.55509,0.04345,no,0.04345
LOC440905,Mock,ZIKV,17.1344,11.662,-0.555076,5e-05,yes,5e-05
PHLDB2,Mock,ZIKV,10.8645,7.39467,-0.555061,5e-05,yes,5e-05
ABCC5,Mock,ZIKV,22.8844,15.577,-0.554945,5e-05,yes,5e-05
SFT2D3,Mock,ZIKV,12.4115,8.44839,-0.554924,5e-05,yes,5e-05
ADAMTS7,Mock,ZIKV,27.8173,18.9351,-0.554923,5e-05,yes,5e-05
LINC00667,Mock,ZIKV,15.2434,10.3783,-0.554612,5e-05,yes,5e-05
IQCG,Mock,ZIKV,9.25938,6.30448,-0.554539,0.2795,no,0.2795
XRCC4,Mock,ZIKV,5.90523,4.0208,-0.55451,0.00095,yes,0.00095
CEP70,Mock,ZIKV,10.3576,7.05356,-0.554268,5e-05,yes,5e-05
SAYSD1,Mock,ZIKV,7.24459,4.9342,-0.554087,0.00035,yes,0.00035
ZNF428,Mock,ZIKV,46.2573,31.506,-0.554058,5e-05,yes,5e-05
GTF2H2B,Mock,ZIKV,10.7969,7.3546,-0.553901,5e-05,yes,5e-05
MORN4,Mock,ZIKV,19.3593,13.1893,-0.553655,5e-05,yes,5e-05
TSPAN14,Mock,ZIKV,27.2053,18.5364,-0.553529,5e-05,yes,5e-05
ATG9B,Mock,ZIKV,0.729213,0.496874,-0.553459,0.0357,no,0.0357
